rank,title,release,summary,metascore,userscore,link,img_url
52,The Shield: Season 1,"March 12, 2002","The Road To Justice Is Twisted

The Shield breaks the conventional formula of the cop genre. It plays out in a tough, morally ambiguous world in which the line between good and bad is crossed every day. The series focuses on the tension between a group of corrupt but effective cops and a captain torn between bringing them down and advancing his own political ambitions. The Shield stars Michael Chiklis (The Commish) as rogue cop ""Det. Vic Mackey,"" leader of the elite Strike Team unit, who is effective at eliminating crime but who operates under his own set of rules. Benito Martinez (Outbreak & Her Costly Affair) plays ""Captain David Aceveda,"" the young precinct head who doesn't like Mackey's tactics and wants to bust him off the force. And the Emmy-nominated CCH Pounder (ER & Boycott), plays ""Det. Claudette Wyms,"" a veteran detective who understands Mackey and knows how to play both sides of the fence.

The show made history by becoming the first ad-supported cable series to win the 2003 Golden Globe Award for Best Drama Series. In its first season, Shawn Ryan (Writing) and Clark Johnson (Directing) received Emmy nominations, which were also firsts for basic cable in those categories. The Shield has received two TCA nominations for Outstanding Achievement in Drama.  As of March 2005, the show has become the longest running series on the FX Network.",92,9.3,https://www.metacritic.com/tv/the-shield/season-1,https://static.metacritic.com/images/products/tv/8/37f6892ddad0596b3ce43802bc6a0b1e-98.jpg
53,Better Call Saul: Season 5,"February 23, 2020",Jimmy decides to practice law as Saul Goodman and it changes everything.,92,8.9,https://www.metacritic.com/tv/better-call-saul/season-5,https://static.metacritic.com/images/products/tv/0/865dc0fde0e5b1dd81026c609b6320f2-98.jpg
54,Halt and Catch Fire: Season 4,"August 19, 2017",The final season sees the Internet expanding outside just research institutions to the masses with the invention of the web browser.,92,8.2,https://www.metacritic.com/tv/halt-and-catch-fire/season-4,https://static.metacritic.com/images/products/tv/5/90d54804d66443ed83e5a2e506825c3a-98.jpg
55,The Underground Railroad,"May 14, 2021",Cora (Thuso Mbedu) and Caesar (Aaron Pierre) escape from a plantation and learn the Underground Railroad is an actual physical underground railway line. But a bounty hunter named Ridgeway (Joel Edgerton) is determined to bring Cora back in this Barry Jenkins adaptation of Colson Whitehead's novel of the same name.,92,7.6,https://www.metacritic.com/tv/the-underground-railroad/season-1,https://static.metacritic.com/images/products/tv/5/5c311a0629ce33fba0192ad2a10fa20b-98.jpg
56,The Staircase [2018 Version]: Season 1,"June 8, 2018",Jean-Xavier de Lestrade's 2005 Peabody Award-winning eight-part documentary about the Michael Peterson murder trial comes to Netflix with three new episodes (as well as the two episodes released in 2013 for a grand total of 13 episodes).,92,7.7,https://www.metacritic.com/tv/the-staircase-2018-version/season-1,https://static.metacritic.com/images/products/tv/3/870179f7b7d65fa048285887cd70c542-98.jpg
57,Atlanta: Season 3,"March 24, 2022","Earn, Alfred, Darius and Van are on tour in Europe as they deal with the challenges of their new environment.",92,9.9,https://www.metacritic.com/tv/atlanta/season-3,https://static.metacritic.com/images/products/tv/8/f2c3b636b6314de8d41397c4ee07a072-98.jpg
58,The Americans: Season 3,"January 28, 2015",The third season picks up late in 1982 with Elizabeth and Phillips disagreeing over their daughter and their missions.,92,8.5,https://www.metacritic.com/tv/the-americans/season-3,https://static.metacritic.com/images/products/tv/3/171e420454001273405c07081e58e2ba-98.jpg
59,The Simpsons: Season 2,"October 11, 1990","Originally created by cartoonist Matt Groening, ""Our Favorite Family,"" has graced the small screen in one form or another for over 20 years. The Simpson family first appeared on television as the subjects of interstitial ""shorts"" on The Tracey Ullman Show in April of 1987. The Simpsons remained a staple on The Tracey Ullman Show for three seasons until they premiered in their own half-hour series, on December 17, 1989. With the help of Jim Brooks and Sam Simon, Matt Groening's cartoon family turned into an instant success.

Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.

Currently in its 21st season, The Simpsons has piled up over 440 episodes, over 20 Emmy Awards, a handful of music albums, countless endorsements and merchandise, and even made the jump to the silver screen in the summer of 2007 with The Simpsons Movie. And according to Matt Groening, ""There is no end in sight.""",92,9.0,https://www.metacritic.com/tv/the-simpsons/season-2,https://static.metacritic.com/images/products/tv/2/ab3af004d601914468810fa1bd16cff9-98.jpg
60,Romeo & Juliet,"April 23, 2021","Directed by Simon Godwin, Emily Burns' adaptation of Shakespeare's Romeo and Juliet was filmed at London's National Theatre with Jessie Buckley and Josh O'Connor as the doomed young lovers airs as a part of PBS's Great Performances series. 

[Premiered originally in the UK on Sky Arts on 5 Apr 2021]",92,6.1,https://www.metacritic.com/tv/romeo-juliet/season-1,https://static.metacritic.com/images/products/tv/8/b7b4c9e8996bce8cc5b4193103d5a089-98.jpg
61,Rectify: Season 2,"June 19, 2014",A week after Daniel's release from jail finds him in a coma and the community still divided.,92,9.1,https://www.metacritic.com/tv/rectify/season-2,https://static.metacritic.com/images/products/tv/8/73cb1a676477b2f19058fac1ca57a4f4-98.jpg
62,Homeland: Season 1,"October 2, 2011",CIA agent Carrie Mathison (Clare Danes) is not convinced the rescued soldier Nick Brody (Damian Lewis) is not a double agent of al-Qaida.,92,8.2,https://www.metacritic.com/tv/homeland/season-1,https://static.metacritic.com/images/products/tv/7/7b8ff04441ee2f677d1859d68466e02f-98.jpg
63,Succession: Season 3,"October 17, 2021",Logan looks to firm up his position after Kendall's press conference as the power struggle continues.,92,8.2,https://www.metacritic.com/tv/succession/season-3,https://static.metacritic.com/images/products/tv/7/044de697ec36e353443c787c68654fd8-98.jpg
64,My Brilliant Friend: Season 2,"March 16, 2020","Set in the 1960s, the second season subtitled: The Story of a New Name sees the friendship and lives of Elena (Margherita Mazzucco) and Lila (Gaia Girace) changed after the arrival of childhood acquaintance, Nino Sarratore (Francesco Serpico).",92,8.5,https://www.metacritic.com/tv/my-brilliant-friend/season-2,https://static.metacritic.com/images/products/tv/7/d517a3375dd2e07b67cfaffd2ab0c495-98.jpg
65,The Handmaid's Tale: Season 1,"April 30, 2017","In the totalitarian society of Gilead, a handmaiden enslaved to produce a child for Commander Waterford (Joseph Fiennes) and his wife Serena Joy (Yvonne Strahovski) named Offred (Elisabeth Moss) seeks the daughter taken from her in this drama series based on Margaret Atwood’s best-selling novel.",92,7.9,https://www.metacritic.com/tv/the-handmaids-tale/season-1,https://static.metacritic.com/images/products/tv/1/250601dd7f2decfc33c022bf413501bc-98.jpg
66,Transparent: Season 1,"September 26, 2014","Mort Pfefferman's (Jeffrey Tambor) announcement to his family causes more secrets to come out from his ex-wife Shelly (Judith Light) and their three grown children--Ali (Gaby Hoffmann), Josh (Jay Duplass), and Sarah (Amy Landecker) in this Jill Soloway dark comedy.",92,7.4,https://www.metacritic.com/tv/transparent/season-1,https://static.metacritic.com/images/products/tv/3/24cb7513b964e5aa7a5d7c9d26583471-98.jpg
67,The Returned: Season 1,"October 31, 2013","People long dead return to a small town with no knowledge of their death including a 15-year old girl (Yara Pilart) killed in a car accident four years ago, a groom (Pierre Perrier) who died ten years ago, a young murdered boy (Swann Nambotin), and a serial killer (Guillaume Gouix) in this French drama (known as Les Revenants in France).

[Originally aired 26 Nov 2012 - 17 Dec 2012 on Canal+]",92,8.6,https://www.metacritic.com/tv/the-returned/season-1,https://static.metacritic.com/images/products/tv/7/549f0cb4e1f7e8027d242ab4c9172a98-98.jpg
68,My So-Called Life: Season 1,"August 25, 1994","My So-Called Life started in 1994 on ABC. It was very popular. It was a show that many could relate to and came off as more realistic than many other high school shows. Unfortunately, ABC cancelled it after one season.   It has remained a favorite for long after.  There are many questions left unresolved. If there was a season 2, would Rayanne and Angela be friends? Would Graham overcome his fidelity issues?  Would Angela ditch dreamboat Jordan Catalano and go with geeky Brian Krakow? We'll never know.",92,8.5,https://www.metacritic.com/tv/my-so-called-life/season-1,https://static.metacritic.com/images/products/tv/8/5e41b98e03fab88ddd2d510b3121212b-98.jpg
69,Catastrophe: Season 4,"March 15, 2019",The fourth and final season of the comedy find Rob dealing with AA meetings as Sharon begins a new hobby.,91,8.2,https://www.metacritic.com/tv/catastrophe/season-4,https://static.metacritic.com/images/products/tv/5/06f54ec77cf1bf32eb4724b9a5970add-98.jpg
70,The Hollow Crown: Season 1,"September 20, 2013","Filmed on location, the adaptions of William Shakespeare's plays ""Richard II,"" ""Henry IV, Part 1,"" ""Henry IV, Part 2,"" and ""Henry V"" features Ben Whishaw as Richard II, Rory Kinnear as the young Henry IV, Jeremy Irons as the older Henry IV, and Tom Hiddleston as Prince Hal/Henry V.",91,6.9,https://www.metacritic.com/tv/the-hollow-crown/season-1,https://static.metacritic.com/images/products/tv/1/c92a871552e2f3a1f2d7c91fe803fd4b-98.jpg
